story,overall_quality_rating,ATD,narraive_arc_answer,common_sense_answer,coherency_score,fluency_score,interest_score,plot_twist_answer,share_score,humanlike_score,NLI,Emo,EmoArc,Human
Harry's math homework was doing very well and he was having trouble with it. He decided to look for help to help him. Harry took many lessons from a tutor and saw what he was doing. Harry learned a video on Youtube that was exciting and he decided to do it. Harry realized his distraction had returned his math to his mom.,0.2,0,0.4,0.4,2.0,2.2,1.4,0.4,0.6,0.4,0,0,0,0.0
Lou had a diet that he had to cut down on. His diet was not really eating too much. He struggled to lose more weight. Lou added a few daily calories. Lou lost weight and gained confidence.,2.8,0,0.6,0.6,3.2,1.6,2.4,0.6,0.8,0.2,0,0,1,0.0
"Gregory took a pottery class at his local college. He was terrible at sculpture, but he got a great grade on it. He grew up very tall and thin. Eventually, he was tall enough to carve pots. Gregory was proud of his pots and made a living selling them.",1.2,0,0.8,0.8,3.2,3.4,3.2,0.6,1.6,0.8,0,1,0,0.0
Mike was a young girl. She drove a jeep to work everyday. Mike was very interested in her. He saw her on her jeep and fell in love. Mike fell inlove with her.,0.8,0,0.2,0.2,1.2,1.2,0.8,0.0,0.2,0.0,0,1,0,0.0
Jane and Shawn were best friends growing up. Jane always did not think she could ever get over him. But then she met Shawn when he was older and was much better. Jane had cancer and it was hard to get over Shawn. Jane is still mad that she missed her best friend.,2.6,0,0.2,0.2,2.0,2.4,2.2,0.8,0.8,0.4,0,0,0,0.0
Sal had bought himself a lottery ticket. He was looking for a jackpot. He put the numbers in the lottery ticket jackpottery contest. Sal won the jackpot! Sal was in the jack pot for two weeks.,3.2,0,0.8,0.8,2.6,2.0,2.8,0.8,1.2,0.6,1,0,0,0.0
"Kim got a new job. She got hours at a fast food place that was very long. She didn't pay much, but it was so bad! The kids at the fast food store made fun of her. Kim found a new part time job.",1.8,0,0.6,0.6,2.6,1.6,2.0,0.6,0.8,0.2,0,0,0,0.0
Pamela has purchased an antique pottery set at a garage sale. She thinks the pottery is cute and will help her decorate her home. One day she noticed someone had left her a ashespit ashespit. The ashes burned the pot and the house smelled like aurn. Her troubles were over.,1.8,0,0.4,0.4,2.2,1.4,2.0,0.8,0.8,0.0,0,1,0,0.0
"Sandy had a little pet dog, Louise, who was a very happy puppy. Sandy loved Louise, and liked to give Louise a puppy every day. One day, Sandy's family got a new dog, and they adopted it. They all decided it was a good idea to give it a home. The dogs were very happy to be their new family pet!",3.0,0,0.4,0.4,2.8,3.0,2.2,0.6,1.2,0.6,1,0,0,0.0
Bob got a tattoo on his arm. He wanted a wolf. He went out with his girlfriend and sketched a neat and neat one. Bob got the tattoo. Bob went home and got a date.,1.4,0,0.2,0.2,2.6,1.6,1.0,0.0,0.0,0.2,0,0,0,0.0
"Sean and Sara were travelling to New York. They had to take a train to Portland. When they got there they checked into a hotel. Sean and Sara walked out of the hotel. Sadly, Sean and Sally were out of concert for some sickness.",2.2,0,0.8,0.8,2.6,2.6,2.4,1.0,1.0,0.6,0,0,0,0.0
Gina's mother asked Gina to share her room with her. She needed to use a pool to hold a few dolphins. Gina did not want to be taken. She refused to share with her mother with books. Gina and her mother had a fun time together in the pool.,0.6,0,0.2,0.2,0.8,1.4,1.0,0.4,0.0,0.4,0,0,0,0.0
"Bob got a stomach ache. Bob's friend, who was also a chef, dined on some of Bob's food. Bob decided to make some seafood to eat that had not been eaten. The contents of the seafood had a large cavity in the stomach. Bob was careful to eat the rest of the restaurant.",1.0,0,0.6,0.6,2.0,1.8,1.6,0.6,0.6,0.4,0,0,0,0.0
Sven was poor. He got a job with a large gang. They were able to rob a train station. They robbed and ran away on the train. Then the police caught them.,3.0,0,1.0,1.0,3.6,2.4,3.2,0.6,2.0,0.6,0,0,0,0.0
Zoo got a new car and went to the zoo She couldn't wait to see the Zebra The Zebra jumped on and off The Zoo got so big she got on a bus and got off She was glad she got to see her new zoo,0.8,0,0.2,0.2,0.8,0.0,0.2,0.4,0.2,0.0,1,0,0,0.0
"Juan decided to save his whole life for something. He decided to buy himself a job and save his money. He worked very hard all summer and saved up enough money. Finally, he was able to buy a home. Juan was very hardworking and patient.",2.4,0,0.4,0.4,3.0,2.8,1.4,0.4,0.4,0.6,1,1,0,0.0
John swallowed a worm swallowed by a butterfly butterfly. John's throat began to swell up. He heated up water to melt the worm into the worm. John gulped it down quickly. John was relieved that the worm melted and he could breathe normally.,1.0,0,0.2,0.2,2.0,2.0,0.4,0.4,0.0,0.0,0,0,0,0.0
I found a snake outside of my home. I tried to hit the snake with a spade. I thought that the snake was gone from under the foundation. I went in the basement and found the snake. It was still able to catch the snake after.,2.2,0,0.8,0.8,2.0,1.4,2.2,0.8,0.8,0.2,0,0,0,0.0
Gina was in the middle of a trip with her siblings. They were all driving in the same town. Gina noticed a baby crying at her window. Gina could hear the child was showing her mouth. Gina was disgusted.,2.6,0,0.8,0.8,2.6,1.6,1.8,0.6,0.8,0.2,0,0,0,0.0
"Jack wants to make lunch for himself. He decides to try some eggs. He dumps the eggs into the pan. Finally, the eggs cook. Jack lunches on the eggs using boiled eggs.",1.4,0,0.0,0.0,2.8,3.0,1.8,0.4,0.8,0.4,0,0,0,0.0
George got an internship at a coffee shop. George was trying to get into the company. George proved himself smart and very good at his internship. George also wanted to work hard at his job. George applied and ultimately got hired at the company!,3.0,0,0.6,0.6,2.6,3.8,2.2,0.2,0.4,0.6,1,1,0,0.0
"My husband got a new car he rented for the car he got a horrible job He got the car and started wipers but the car never worked on the headlight He got another job and it got dirty, He had to pay for his rent with a company.",0.6,0,0.0,0.0,1.2,1.0,0.0,0.0,0.0,0.4,1,0,0,0.0
"Cara decided to vote for the upcoming Miss World presidential election. Cara was nervous because she wanted to vote herself. When the winner was drawn, Cara won. Carla was mad but felt she lost because her opponent did win. Carda's eyes lit up and cried.",2.2,0,0.2,0.2,2.6,2.4,2.4,0.8,0.8,0.6,0,0,0,0.0
The kids played the lottery for a lot. They played every day. They could do math and see what they would do. Turns out they'd win thousands of dollars! They played so much that they won the lottery.,2.6,0,0.8,0.8,1.6,2.2,1.8,0.6,0.8,0.6,1,1,0,0.0
"Gina's sister Gina lived in a small house. The kids in the yard and Gina were always out of their windows when she went Gina would walk around the yard for days to get around the grass Gina would go around the back yard, and she would look up to the windows Gina would never go to the back driveway Gina and her sister would always go outside Gina would take the kids outside and Gina loved the back porch Gina",1.8,0,0.0,0.0,1.0,1.6,0.6,0.2,0.2,0.2,0,0,0,0.0
Timmy wanted to play a tournament chess game for 2000. He bought a new clock and game online. He would go to the tournament to play. He went in and won the tournament. Timmy was happy he won.,3.4,0,1.0,1.0,3.0,2.6,2.2,0.6,0.8,0.6,1,1,0,0.0
There was a lot of work to do in the lawn. I felt like I'd had a lot done by myself in my house. I made it to work on time and it matters. I didn't think the drought was going to end. I researched the methods for the best way to save money on my lawn.,2.0,0,0.6,0.6,1.8,2.2,2.6,0.4,1.2,0.4,0,0,0,0.0
"My friend took me to the mall one day. I tried to find her favorite pair, but didn't see them. She told me a lot of different turns of measurements. My feet were getting the biggest ones I hadn't popped in yet. Everyone laughed and said I was a terrible person.",2.0,0,0.4,0.4,2.6,3.0,3.0,0.8,1.6,0.6,0,0,0,0.0
The dog got worse than usual. He cried and moved. He made an appointment with the vet. The vet told him he had to get better. The dog prayed.,0.8,0,0.4,0.4,2.0,1.6,1.0,0.2,0.4,0.0,0,0,0,0.0
"Kim was looking for a new blazer. To her delight she got a new pair. Next a few weeks, everyone was asking her what it was like. She said the new blaze would help her start her new life. Kim was so inspired that she would emulate the blazer from then on.",3.4,0,0.8,0.8,2.0,2.8,1.6,0.2,0.8,0.8,0,1,0,0.0
"Joe is a great accountant. He has a very good job as an accountant. However, one day he realized that he did not have enough money. So Joe went to the accountant's office. The accountant saw what happened and told Joe to go back to work.",2.2,0,0.8,0.8,2.6,3.8,2.4,0.6,0.8,0.8,1,0,0,0.0
Gina got detention when she finally got it. The teacher was on her phone and wouldn't go. She went to the desk to ask her what she knew. It turned out she had to collect her phone. Gina went to pick up the phone and went back to her desk.,1.4,0,0.2,0.2,0.6,2.4,1.2,0.0,0.0,0.6,0,0,0,0.0
Sal had a long day at work. He tripped and fell over. He twisted his ankle and went down. Sal needed a cast on his ankle to wear a brace. He got a cast and had a great week.,1.8,0,0.4,0.4,3.0,2.8,2.4,0.6,1.0,0.8,0,0,0,0.0
"Ellie had always wanted to fish. She went to the local pond and bought some. She filled it with gravel. Lastly, she added some fish. Ellie's pond looked like a new home.",3.2,1,0.6,0.6,2.6,1.4,3.0,0.8,1.4,0.2,0,1,0,0.0
"Sara went to get something for her sister, cancer. Her sister was too loose and she cut her hair. Sara went to her sister's home and got her hair cut. Sara then cut her sister hair into a wig. Her mom gave her the wig for her hair and sister liked it.",1.0,0,0.2,0.2,2.0,0.8,2.0,0.6,1.2,0.0,0,0,0,0.0
I wanted to learn how to make cookies. I went on the internet to search for a recipe book. I scanned the results of the book and wanted a cookie recipe. I read it for over an hour. It made me a perfect cookie recipe of cookies.,3.4,0,0.8,0.8,3.8,2.8,3.0,0.8,1.6,0.6,0,1,0,0.0
Jane wanted to earn some cash. Jane applied to many college. The mechanical job at turk paid a lot. Jane was able to participate at home. Jane got paid a hundred dollars.,1.6,0,0.6,0.6,2.2,1.0,2.4,0.6,1.2,0.2,0,1,0,0.0
Joy's dad took her to sing in the church. Joy had been away for weeks. Joy was nervous but singing was the most fun. She had a great time and had a wonderful time tonight. Her dad said he would sing with her again soon.,2.8,0,0.8,0.8,3.2,2.2,3.0,0.4,1.4,0.6,0,0,0,0.0
"Today Tim is having a very bad day. He is having trouble sleeping since he is very sick and can't go. However, he can't make it to work so he will have to go anyway. He brought a cake for everyone to take- He was very happy that he remembered the day.",2.0,0,0.2,0.2,2.0,1.8,1.0,0.6,0.2,0.6,0,0,0,0.0
Fred was going on a date with his new girl. He was nervous. He got so nervous. Thankfully she ended up doing well. Fred's date was a great time.,2.6,0,0.6,0.6,2.8,2.8,2.4,0.8,0.8,0.6,0,1,0,0.0
Gina decided to volunteer at a soup kitchen. This week was the day she would be the first volunteer. She felt the need for something to show in appreciation of herself. She chipped her gift of gold and gave it to her dog. Gina was touched when her dog cried and said she loved helping others.,3.2,0,0.4,0.4,1.8,1.4,1.8,0.6,0.4,0.2,0,1,0,0.0
"Our dog was a small black and white puppy and she loved to play outside. One day, she ran away from her dog and got a very big dog that was very quiet. Our dog was very small and we took the dog to a vet to see if the dog could be quiet. The vet told her that her dog had completely run the opposite. She said that she had to take the dog outside and play like a dog for her dog.",1.0,0,0.0,0.0,1.0,1.2,1.0,0.2,0.0,0.2,0,0,0,0.0
"Peter loved to eat pies. He made pies all the time. One day, Peter decided to make a big slice of pie for his party. The pie came out delicious on the big side. Peter was happy that he had the food for the big party.",3.2,0,1.0,1.0,3.6,3.8,3.2,0.8,2.0,1.0,1,0,0,0.0
Frank wanted a special gift for Christmas. He had been leaving a box for weeks. He tried everything to make it a cappccino. To his surprise it tastes way good. Frank was able to save a lot of money and make the gift.,1.8,0,0.4,0.4,1.6,2.2,1.2,0.8,0.2,0.2,0,1,0,0.0
"Jessica wanted a pony for her birthday, anything. Her dad asked her to get a pony like her dad said. Her mom said yes. She gave her a pony that was her size and that was Jessica's pony. Jessica was disappointed but she wanted a bigger pony.",1.0,0,0.2,0.2,1.0,1.6,1.6,0.6,0.4,0.0,0,1,0,0.0
Lester wants to join the football team. He decides to go to college to play football. He finds a professor with advised by his dad. He is very quickly drafted and the team begins. Lester is able to make the team.,2.6,0,0.4,0.4,1.6,3.0,2.0,0.4,0.8,0.4,0,0,0,0.0
Matt told the other kids about an upcoming meal. The other kids ignored his warnings. Matt's wife told him to stop. Matt became vegetarian and left the hospital. He was a very sad man but had a very good life afterwards.,1.6,0,0.0,0.0,1.2,2.2,0.8,0.2,0.2,0.4,0,0,0,0.0
"The man cleaned. He got a cleaner to soak the room. He wiped the brush. He put it back in his room and then put it in the cleaner. When the cleaners came, the room was sparkling.",1.2,0,0.2,0.2,3.2,1.6,0.6,0.2,0.0,0.2,0,0,1,0.0
James was a great computer worker at the company James had a coworker that he was very good at James had an important meeting with his boss the day of the interview James knew he had made the team James ended up going to practice at home,1.0,0,0.6,0.6,1.4,0.4,0.4,0.0,0.0,0.0,1,0,0,0.0
"Bob got his dog Bob Bob. Bob loves Bob Bob Bob and Bob. But Bob was in such a bad mood, Bob went to get his dog So Bob could feel Bob's pain. Bob is very sad.",0.2,0,0.0,0.0,1.2,0.4,0.6,0.2,0.0,0.0,0,0,0,0.0
"Dan was a very good worker, he was always sure to win. He always took a picture of himself at a restaurant. Dan had a good job, but it was a long, hard time of times. Dan felt like a kid who had no regrets, he knew everything. One day Dan was in a bad mood and had to call in sick.",1.4,0,0.4,0.4,3.0,1.8,1.4,0.6,0.6,0.6,0,0,0,0.0
