story,arc
Jeff is a very quick thinker. He can get out of  just about any situation he doesn't want to be in. All he has to do is come up with an excuse on the spot to leave. He uses this a lot when he doesn't want to talk to his in-laws anymore. Jeff hates spending time with his in-laws.,admiration - neutral
Binh decided to wash her cat. She picked up her cat from the deck. Then she filled the bathtub with water. Binh coaxed the cat into the water to wash it. The cat ended up squeaky clean.,neutral - disgust
"I ordered a family meal at a Chinese restaurant. As soon as I placed it on the table, my family attacked it. They were eating a lot out of the meal. After everyone ate, there was no food left. I was happy we found a new favorite restaurant.",joy - neutral - joy
Ben wasn't paying any attention as he walked past the windowsill. He swung his hand around. It hit the cactus sitting in the window. His hand was full of little needles. Ben's hand was sore and he had to pull out all of the needles.,neutral
It was Nate's turn to sweep the floor this week. He was notoriously lazy. He decided to pay his roommate to do it for him. The roommate took the money and never did the work. Nate had a hard time working up the energy to confront him.,neutral - annoyance - neutral
"Elena was a little person and was very insecure. She thought no one would want to date her. One day, she met a very nice full-sized man. They started dating and he accepted her condition. He proposed to Elena after six months.",nervousness - neutral - approval - neutral
"When Jay found out her older sister was pregnant, she was nervous. While she was happy for her sister, she was scared to be an aunt. Jay knew that there would be a lot of responsibility involved. But then, she finally came home from school and saw her nephew. Jay immediately knew her fears were unfounded.",nervousness - neutral - approval - neutral - realization
"Daria bought a television for her living room. She had the store deliver the television to her house. When the television arrived, Daria was excited. The television was her favorite thing. Darla turned on her television and began to watch a movie.",neutral - excitement - love - neutral
White roses were Lilly's favorite flower. She grew them in her garden. One day she pricked her finger on a thorn. She thought nothing of it. The prick got infected and she had to take antibiotics.,love - neutral
Jimmy's mother was sick in the hospital. He went to visit her at the hospital. Jimmy brought her flowers and a get well card. Her mother was very gracious. Jimmy's mother started to get better.,sadness - neutral - gratitude - neutral
"Sammy had a terrible stomach ache one morning. But she forced herself to go to school. As she approached the bus, she thought of turning back. But she felt it was too late to change her mind. She went to school and suffered through the pain.",fear - neutral - realization - sadness
Karmen was all ready for her trip to Tanzania. She got a taxi to the airport. She went through airport security quickly. She caught her flight on time and found her seat. The plane took off and Karmen relaxed.,excitement - neutral - relief
"Sandy lived in New York. Sandy heard of a dangerous snow storm coming her way. Sandy decided to ensure that her home was prepared. During the snowstorm, the power went out. Sandy was prepared.",approval - neutral
"Quentin ordinarily does not enjoy going to company events. Although he doesn't mind coworkers, he likes to be left alone. One day he decides to attend a company party. He eats some french fries to help himself from feeling awkward. Quentin ended up enjoying the party.",joy - neutral - embarrassment - joy
"I use Mister Spice no sodium sauce. I am on a low sodium diet. I tried to buy some bottles online yesterday. The computer kept rejecting my order, even though the card was active. Finally the sale went through.",neutral - approval - disapproval - approval
Dan wanted to go to school on Halloween dressed as the Devil. He was scared to ask his father for the costume. He asked his grandmother instead. She told him going as the Devil is evil. Dan made his own Devil costume.,neutral - fear - neutral
